0.116667,0.116667,0.105556,0.116667,0.122222,0.116667,0.116667,0.061111,0.105556,0.122222
0.244444,0.227778,0.233333,0.261111,0.205556,0.272222,0.155556,0.322222,0.077778,0.211111
0.077778,0.222222,0.144444,0.133333,0.211111,0.277778,0.205556,0.311111,0.205556,0.133333
0.305556,0.316667,0.205556,0.188889,0.094444,0.222222,0.227778,0.327778,0.127778,0.288889
0.244444,0.344444,0.255556,0.338889,0.105556,0.366667,0.305556,0.288889,0.200000,0.227778
0.300000,0.183333,0.211111,0.422222,0.211111,0.383333,0.383333,0.394444,0.355556,0.372222
0.227778,0.222222,0.350000,0.322222,0.322222,0.383333,0.255556,0.388889,0.305556,0.372222
0.472222,0.350000,0.322222,0.277778,0.394444,0.455556,0.422222,0.411111,0.400000,0.255556
0.311111,0.433333,0.394444,0.333333,0.283333,0.288889,0.300000,0.305556,0.333333,0.394444
0.494444,0.422222,0.433333,0.283333,0.394444,0.344444,0.327778,0.383333,0.433333,0.422222
0.433333,0.411111,0.505556,0.366667,0.494444,0.405556,0.333333,0.388889,0.394444,0.322222
0.361111,0.438889,0.350000,0.322222,0.566667,0.438889,0.422222,0.400000,0.488889,0.450000
0.533333,0.316667,0.472222,0.488889,0.366667,0.388889,0.472222,0.544444,0.400000,0.505556
0.394444,0.366667,0.433333,0.338889,0.522222,0.505556,0.466667,0.411111,0.450000,0.516667
0.472222,0.405556,0.233333,0.472222,0.477778,0.516667,0.538889,0.455556,0.411111,0.450000
0.433333,0.444444,0.416667,0.483333,0.350000,0.400000,0.405556,0.488889,0.427778,0.477778
0.505556,0.444444,0.572222,0.516667,0.505556,0.355556,0.450000,0.477778,0.422222,0.555556
0.555556,0.500000,0.555556,0.594444,0.433333,0.511111,0.477778,0.533333,0.527778,0.388889
0.416667,0.516667,0.527778,0.438889,0.500000,0.544444,0.533333,0.466667,0.438889,0.455556
0.450000,0.411111,0.566667,0.516667,0.438889,0.466667,0.494444,0.505556,0.538889,0.416667
0.561111,0.411111,0.450000,0.511111,0.477778,0.566667,0.555556,0.522222,0.461111,0.388889
0.544444,0.388889,0.622222,0.566667,0.516667,0.605556,0.511111,0.483333,0.500000,0.488889
0.450000,0.455556,0.627778,0.550000,0.505556,0.527778,0.505556,0.538889,0.505556,0.561111
0.561111,0.511111,0.550000,0.588889,0.616667,0.522222,0.522222,0.616667,0.533333,0.572222
0.544444,0.416667,0.494444,0.605556,0.544444,0.450000,0.477778,0.550000,0.472222,0.505556
0.400000,0.500000,0.605556,0.511111,0.477778,0.477778,0.577778,0.566667,0.494444,0.527778
0.533333,0.450000,0.533333,0.538889,0.527778,0.538889,0.583333,0.561111,0.577778,0.527778
0.583333,0.488889,0.294444,0.655556,0.572222,0.627778,0.572222,0.611111,0.544444,0.577778
0.600000,0.583333,0.533333,0.600000,0.488889,0.527778,0.544444,0.488889,0.422222,0.555556
0.466667,0.600000,0.577778,0.500000,0.583333,0.577778,0.538889,0.566667,0.422222,0.572222
0.572222,0.566667,0.550000,0.516667,0.544444,0.583333,0.583333,0.577778,0.444444,0.561111
0.622222,0.461111,0.505556,0.616667,0.522222,0.588889,0.527778,0.583333,0.433333,0.583333
0.627778,0.600000,0.555556,0.472222,0.594444,0.550000,0.472222,0.605556,0.650000,0.422222
0.627778,0.555556,0.588889,0.555556,0.605556,0.561111,0.527778,0.411111,0.616667,0.488889
0.544444,0.472222,0.550000,0.516667,0.455556,0.561111,0.577778,0.622222,0.450000,0.600000
0.622222,0.511111,0.600000,0.627778,0.450000,0.500000,0.594444,0.605556,0.538889,0.511111
0.672222,0.583333,0.561111,0.633333,0.594444,0.555556,0.438889,0.588889,0.427778,0.627778
0.500000,0.627778,0.588889,0.516667,0.600000,0.588889,0.594444,0.605556,0.538889,0.527778
0.566667,0.583333,0.650000,0.577778,0.550000,0.611111,0.511111,0.588889,0.655556,0.605556
0.544444,0.444444,0.444444,0.572222,0.650000,0.505556,0.622222,0.638889,0.572222,0.605556
0.516667,0.555556,0.588889,0.533333,0.611111,0.561111,0.566667,0.538889,0.622222,0.588889
0.666667,0.538889,0.555556,0.600000,0.600000,0.616667,0.583333,0.627778,0.616667,0.550000
0.638889,0.583333,0.477778,0.627778,0.688889,0.594444,0.516667,0.650000,0.677778,0.633333
0.527778,0.611111,0.505556,0.588889,0.622222,0.561111,0.644444,0.688889,0.627778,0.605556
0.655556,0.577778,0.616667,0.605556,0.594444,0.577778,0.583333,0.605556,0.611111,0.600000
0.677778,0.600000,0.577778,0.600000,0.616667,0.622222,0.661111,0.600000,0.650000,0.600000
0.650000,0.677778,0.633333,0.661111,0.605556,0.633333,0.661111,0.605556,0.661111,0.594444
0.583333,0.611111,0.583333,0.600000,0.650000,0.594444,0.577778,0.683333,0.611111,0.633333
0.527778,0.622222,0.555556,0.588889,0.561111,0.550000,0.583333,0.655556,0.666667,0.555556
0.605556,0.544444,0.588889,0.605556,0.622222,0.661111,0.677778,0.605556,0.594444,0.700000
0.661111,0.550000,0.655556,0.661111,0.616667,0.688889,0.683333,0.672222,0.644444,0.666667
0.544444,0.672222,0.633333,0.627778,0.644444,0.577778,0.538889,0.600000,0.711111,0.572222
0.644444,0.650000,0.705556,0.622222,0.616667,0.583333,0.677778,0.705556,0.688889,0.644444
0.722222,0.650000,0.577778,0.655556,0.594444,0.605556,0.716667,0.633333,0.688889,0.622222
0.605556,0.661111,0.566667,0.655556,0.700000,0.688889,0.622222,0.616667,0.716667,0.627778
0.572222,0.616667,0.622222,0.600000,0.655556,0.555556,0.683333,0.700000,0.694444,0.672222
0.666667,0.583333,0.644444,0.611111,0.711111,0.594444,0.677778,0.622222,0.700000,0.611111
0.644444,0.566667,0.577778,0.650000,0.622222,0.616667,0.688889,0.711111,0.627778,0.505556
0.655556,0.672222,0.700000,0.650000,0.538889,0.650000,0.661111,0.644444,0.616667,0.727778
0.627778,0.600000,0.611111,0.672222,0.588889,0.661111,0.666667,0.683333,0.622222,0.627778
0.616667,0.616667,0.683333,0.711111,0.594444,0.538889,0.722222,0.644444,0.627778,0.688889
0.627778,0.544444,0.661111,0.655556,0.711111,0.655556,0.672222,0.655556,0.677778,0.611111
0.727778,0.588889,0.622222,0.694444,0.683333,0.661111,0.650000,0.688889,0.594444,0.677778
0.622222,0.738889,0.650000,0.733333,0.672222,0.650000,0.627778,0.683333,0.711111,0.622222
0.700000,0.616667,0.633333,0.644444,0.666667,0.733333,0.672222,0.666667,0.711111,0.611111
0.627778,0.694444,0.588889,0.694444,0.661111,0.672222,0.661111,0.616667,0.705556,0.711111
0.683333,0.605556,0.688889,0.666667,0.694444,0.755556,0.705556,0.466667,0.727778,0.705556
0.650000,0.533333,0.622222,0.755556,0.650000,0.577778,0.666667,0.683333,0.733333,0.711111
0.611111,0.561111,0.733333,0.716667,0.633333,0.705556,0.672222,0.638889,0.638889,0.705556
0.772222,0.688889,0.711111,0.622222,0.755556,0.705556,0.666667,0.727778,0.688889,0.677778
0.733333,0.522222,0.655556,0.733333,0.638889,0.694444,0.644444,0.705556,0.661111,0.633333
0.550000,0.644444,0.700000,0.683333,0.727778,0.688889,0.638889,0.522222,0.694444,0.738889
0.705556,0.750000,0.666667,0.655556,0.688889,0.738889,0.666667,0.738889,0.722222,0.677778
0.672222,0.700000,0.566667,0.650000,0.711111,0.666667,0.644444,0.616667,0.722222,0.738889
0.600000,0.711111,0.727778,0.711111,0.700000,0.683333,0.688889,0.733333,0.638889,0.711111
0.772222,0.694444,0.638889,0.666667,0.727778,0.594444,0.761111,0.694444,0.738889,0.744444
0.727778,0.694444,0.733333,0.650000,0.661111,0.688889,0.627778,0.638889,0.694444,0.622222
0.666667,0.683333,0.622222,0.650000,0.711111,0.650000,0.611111,0.727778,0.694444,0.633333
0.738889,0.633333,0.727778,0.716667,0.711111,0.672222,0.677778,0.650000,0.716667,0.716667
0.616667,0.716667,0.683333,0.655556,0.727778,0.661111,0.672222,0.655556,0.755556,0.716667
0.783333,0.688889,0.694444,0.761111,0.633333,0.788889,0.683333,0.683333,0.700000,0.783333
0.722222,0.544444,0.683333,0.588889,0.655556,0.744444,0.711111,0.711111,0.750000,0.761111
0.716667,0.677778,0.761111,0.616667,0.783333,0.800000,0.716667,0.788889,0.766667,0.716667
0.788889,0.733333,0.722222,0.772222,0.700000,0.716667,0.566667,0.705556,0.744444,0.694444
0.700000,0.705556,0.627778,0.727778,0.750000,0.750000,0.688889,0.744444,0.650000,0.766667
0.738889,0.733333,0.705556,0.600000,0.727778,0.744444,0.672222,0.800000,0.755556,0.738889
0.705556,0.683333,0.722222,0.722222,0.711111,0.766667,0.700000,0.577778,0.772222,0.705556
0.794444,0.655556,0.755556,0.788889,0.766667,0.766667,0.783333,0.716667,0.772222,0.688889
0.711111,0.711111,0.738889,0.611111,0.722222,0.794444,0.800000,0.800000,0.777778,0.772222
0.733333,0.661111,0.688889,0.811111,0.683333,0.711111,0.733333,0.733333,0.694444,0.666667
0.727778,0.700000,0.777778,0.805556,0.661111,0.683333,0.738889,0.766667,0.727778,0.705556
0.744444,0.611111,0.672222,0.833333,0.755556,0.750000,0.772222,0.661111,0.805556,0.744444
0.772222,0.627778,0.616667,0.800000,0.688889,0.777778,0.672222,0.605556,0.594444,0.677778
0.705556,0.711111,0.650000,0.772222,0.750000,0.722222,0.744444,0.816667,0.800000,0.761111
0.788889,0.694444,0.750000,0.833333,0.788889,0.711111,0.738889,0.800000,0.738889,0.755556
0.777778,0.738889,0.772222,0.677778,0.627778,0.827778,0.766667,0.711111,0.788889,0.594444
0.805556,0.738889,0.755556,0.811111,0.744444,0.800000,0.766667,0.633333,0.727778,0.738889
0.605556,0.616667,0.744444,0.722222,0.655556,0.605556,0.550000,0.727778,0.805556,0.733333
0.811111,0.800000,0.722222,0.816667,0.777778,0.833333,0.822222,0.777778,0.822222,0.738889
0.811111,0.661111,0.722222,0.822222,0.727778,0.516667,0.794444,0.811111,0.783333,0.672222
